49.136.0.0/16
101.210.0.0/16
49.137.0.0/17
101.212.0.0/18
101.219.0.0/17
101.219.128.0/19
101.219.192.0/18
101.218.0.0/16
101.221.0.0/17
101.221.160.0/19
101.221.192.0/19
101.220.0.0/17
101.220.192.0/19
101.215.192.0/19
101.222.128.0/18
101.217.32.0/19
101.217.64.0/18
101.217.128.0/17
101.221.128.0/22
101.221.136.0/24
101.212.65.0/24
101.212.66.0/24
101.212.67.0/24
101.212.68.0/24
101.212.69.0/24
101.212.70.0/24
101.212.71.0/24
101.212.72.0/24
101.223.0.0/19
101.223.32.0/19
101.223.64.0 /19
101.223.96.0/19
101.223.160.0/19
101.223.192.0/19
101.223.224.0/19
49.139.224.0/19
49.139.192.0/19
49.139.128.0 /19
49.139.32.0/19
49.139.64.0/19
49.139.96.0/19
101.211.0.0 /18
101.211.64.0/18
101.223.128.0/19
49.139.176.0 /19
49.139.160.0/21
49.139.168.0/22
49.139.172.0/23
101.222.160.0/19 
101.222.192.0/19 
101.222.224.0/19
27.248.0.0/16
101.214.224.0/19
49.138.64.0/19
49.138.96.0/19
49.138.128.0/19
49.138.160.0/19
49.138.192.0/19
49.138.224.0/19
101.208.0.0/19
101.208.32.0/19
101.208.64.0/19
101.208.96.0/19
101.208.128.0/19
101.208.160.0/19
101.208.192.0/19
101.208.224.0/19
101.214.0.0/19
101.214.32.0/19
101.214.64.0/19
101.214.96.0/19
101.214.128.0/19
101.214.160.0/19
101.214.192.0/19
101.215.0.0/19
101.215.32.0/19
101.215.64.0/19
101.209.160.1/19
101.209.192.1/19
101.216.0.0/19
101.216.32.0/19
101.216.64.0/19
101.216.96.0/19
101.216.128.0/19
101.216.160.0/19
101.216.192.0/19
101.217.0.1/19
101.216.224.0/19
101.213.96.0/19
101.213.96.0/20
101.220.128.0/19
101.213.128.0/19
101.213.160.0/19
101.213.192.0/19
101.213.0.0/19
101.209.0.0/19
101.209.32.0/19
101.209.64.0/19
101.209.96.0/19
101.209.128.0/19
49.138.0.0/19
49.138.32.0/19
101.222.64.1/19
101.222.96.1/19
101.222.32.0/19
101.222.0.1/19
101.213.224.0/19
101.220.224.1/19
101.221.224.0/19
101.220.160.1/19
101.215.224.1/19
101.209.224.1/19
101.216.224.1/19
101.212.224.0/19
101.212.192.0/19
101.215.96.0/19
101.215.128.0/19
101.213.64.0/19
101.213.32.0/19
101.215.160.0/19
