114.31.128.0/18
203.88.12.0/22
203.88.18.0/23
203.88.20.0/23
112.79.192.0/18
112.79.128.0/18
112.79.64.0/18
1.38.128.0/17
1.38.32.0/19
1.38.96.0/19
1.39.0.0/17
1.39.128.0/17
42.104.0.0/16
42.104.0.0/13
1.38.0.0/15
114.31.128.0/18
112.79.0.0/16
203.88.0.0/19
123.63.192.0/18  
123.63.128.0/21  
123.63.136.0/22
123.63.140.0/23
123.63.144.0/20
123.63.160.0/20
123.63.176.0/20
123.63.142.0/23
